date,store_nbr,transactions
2014-04-29,26,535
2014-04-29,27,1208
2014-04-29,28,1025
2014-04-29,30,739
2014-04-29,32,586
2014-04-29,34,2336
2014-04-29,35,586
2014-04-29,36,1037
2014-04-29,51,1522
2014-04-30,26,676
2014-04-30,27,1330
2014-04-30,28,1019
2014-04-30,30,641
2014-04-30,32,575
2014-04-30,34,2364
2014-04-30,35,551
2014-04-30,36,920
2014-04-30,51,1853
2014-05-01,26,738
2014-05-01,27,1629
2014-05-01,28,1357
2014-05-01,30,657
2014-05-01,32,613
2014-05-01,34,2286
2014-05-01,35,663
2014-05-01,36,1138
2014-05-01,51,2136
2014-05-02,26,761
2014-05-02,27,1329
2014-05-02,28,977
2014-05-02,30,649
2014-05-02,32,541
2014-05-02,34,2809
2014-05-02,35,663
2014-05-02,36,1071
2014-05-02,51,1791
2014-05-03,26,865
2014-05-03,27,1649
2014-05-03,28,1315
2014-05-03,30,705
2014-05-03,32,788
2014-05-03,34,2821
2014-05-03,35,773
2014-05-03,36,1297
2014-05-03,51,2055
2014-05-04,26,890
2014-05-04,27,1799
2014-05-04,28,1561
2014-05-04,30,664
2014-05-04,32,640
2014-05-04,34,2651
2014-05-04,35,686
2014-05-04,36,1154
2014-05-04,51,2179
2014-05-05,26,688
2014-05-05,27,1205
2014-05-05,28,1033
2014-05-05,30,693
2014-05-05,32,631
2014-05-05,34,2484
2014-05-05,35,627
2014-05-05,36,1065
2014-05-05,51,1747
2014-05-06,26,584
2014-05-06,27,1209
2014-05-06,28,1063
2014-05-06,30,764
2014-05-06,32,600
2014-05-06,34,2392
2014-05-06,35,599
2014-05-06,36,1157
2014-05-06,51,1674
2014-05-07,26,456
2014-05-07,27,1146
2014-05-07,28,797
2014-05-07,30,553
2014-05-07,32,473
2014-05-07,34,2305
2014-05-07,35,557
2014-05-07,36,1007
2014-05-07,51,1729
2014-05-08,26,587
2014-05-08,27,1340
2014-05-08,28,1138
2014-05-08,30,811
2014-05-08,32,647
2014-05-08,34,2419
2014-05-08,35,558
2014-05-08,36,1012
2014-05-08,51,1809
2014-05-09,26,645
2014-05-09,27,1271
2014-05-09,28,917
2014-05-09,30,698
2014-05-09,32,607
2014-05-09,34,2692
2014-05-09,35,539
2014-05-09,36,929
2014-05-09,51,2088
2014-05-10,26,911
2014-05-10,27,1909
2014-05-10,28,1403
2014-05-10,30,851
2014-05-10,32,755
2014-05-10,34,3272
2014-05-10,35,774
2014-05-10,36,1282
2014-05-10,51,2956
2014-05-11,26,809
2014-05-11,27,1967
2014-05-11,28,1526
2014-05-11,30,761
2014-05-11,32,698
2014-05-11,34,2605
2014-05-11,35,652
2014-05-11,36,1289
2014-05-11,51,2071
2014-05-12,26,588
2014-05-12,27,1286
2014-05-12,28,1099
2014-05-12,30,685
2014-05-12,32,604
2014-05-12,34,2522
2014-05-12,35,611
2014-05-12,36,1065
2014-05-12,51,1780
2014-05-13,26,516
2014-05-13,27,1196
2014-05-13,28,1002
2014-05-13,30,731
2014-05-13,32,547
2014-05-13,34,2389
2014-05-13,35,574
2014-05-13,36,1058
2014-05-13,51,1652
2014-05-14,26,615
2014-05-14,27,1359
2014-05-14,28,993
2014-05-14,30,693
2014-05-14,32,565
2014-05-14,34,2127
2014-05-14,35,482
2014-05-14,36,891
2014-05-14,51,1875
2014-05-15,26,621
2014-05-15,27,1205
2014-05-15,28,1043
2014-05-15,30,754
2014-05-15,32,573
2014-05-15,34,2286
2014-05-15,35,572
2014-05-15,36,947
2014-05-15,51,1453
2014-05-16,26,680
2014-05-16,27,1292
2014-05-16,28,950
2014-05-16,30,658
2014-05-16,32,618
2014-05-16,34,2519
2014-05-16,35,543
2014-05-16,36,909
2014-05-16,51,1821
2014-05-17,26,735
2014-05-17,27,1753
2014-05-17,28,1324
2014-05-17,30,849
2014-05-17,32,712
2014-05-17,34,2777
2014-05-17,35,682
2014-05-17,36,1075
2014-05-17,51,2129
2014-05-18,26,846
2014-05-18,27,1979
2014-05-18,28,1678
2014-05-18,30,764
2014-05-18,32,695
2014-05-18,34,2586
2014-05-18,35,720
2014-05-18,36,1268
2014-05-18,51,2194
2014-05-19,26,651
2014-05-19,27,1213
2014-05-19,28,1077
2014-05-19,30,720
2014-05-19,32,593
2014-05-19,34,2395
2014-05-19,35,560
2014-05-19,36,995
2014-05-19,51,1691
2014-05-20,26,569
2014-05-20,27,1244
2014-05-20,28,1153
2014-05-20,30,743
2014-05-20,32,613
2014-05-20,34,2315
2014-05-20,35,675
2014-05-20,36,1080
2014-05-20,51,1545
2014-05-21,26,627
2014-05-21,27,1330
2014-05-21,28,886
2014-05-21,30,690
2014-05-21,32,558
2014-05-21,34,2148
2014-05-21,35,538
2014-05-21,36,922
2014-05-21,51,1880
2014-05-22,26,549
2014-05-22,27,1186
2014-05-22,28,975
2014-05-22,30,730
2014-05-22,32,583
2014-05-22,34,2177
2014-05-22,35,560
2014-05-22,36,928
2014-05-22,51,1456
2014-05-23,26,642
2014-05-23,27,1242
2014-05-23,28,813
2014-05-23,30,613
2014-05-23,32,489
2014-05-23,34,2466
2014-05-23,35,525
2014-05-23,36,850
2014-05-23,51,1847
2014-05-24,26,799
2014-05-24,27,1853
2014-05-24,28,1300
2014-05-24,30,758
2014-05-24,32,756
2014-05-24,34,2460
2014-05-24,35,724
2014-05-24,36,1073
2014-05-24,51,2034
2014-05-25,26,806
2014-05-25,27,1887
2014-05-25,28,1498
2014-05-25,30,667
2014-05-25,32,618
2014-05-25,34,2369
2014-05-25,35,688
2014-05-25,36,1231
2014-05-25,51,2115
2014-05-26,26,567
2014-05-26,27,1313
2014-05-26,28,1026
2014-05-26,30,671
2014-05-26,32,579
2014-05-26,34,2230
2014-05-26,35,642
2014-05-26,36,911
2014-05-26,51,1618
2014-05-27,26,534
2014-05-27,27,1239
2014-05-27,28,1091
2014-05-27,30,759
2014-05-27,32,559
2014-05-27,34,2242
2014-05-27,35,565
2014-05-27,36,983
2014-05-27,51,1591
2014-05-28,26,576
2014-05-28,27,1256
2014-05-28,28,993
2014-05-28,30,703
2014-05-28,32,571
2014-05-28,34,2094
2014-05-28,35,494
2014-05-28,36,865
2014-05-28,51,1797
2014-05-29,26,683
2014-05-29,27,1433
2014-05-29,28,1259
2014-05-29,30,829
2014-05-29,32,742
2014-05-29,34,2415
2014-05-29,35,573
2014-05-29,36,1070
2014-05-29,51,1620
2014-05-30,26,626
2014-05-30,27,1223
2014-05-30,28,933
2014-05-30,30,678
2014-05-30,32,592
2014-05-30,34,2481
2014-05-30,35,536
2014-05-30,36,965
2014-05-30,51,1817
2014-05-31,26,741
2014-05-31,27,1746
2014-05-31,28,1391
2014-05-31,30,816
2014-05-31,32,656
2014-05-31,34,2860
2014-05-31,35,795
2014-05-31,36,1236
2014-05-31,51,2157
2014-06-01,26,1096
2014-06-01,27,1946
2014-06-01,28,1844
2014-06-01,30,779
2014-06-01,32,730
2014-06-01,34,2703
2014-06-01,35,823
2014-06-01,36,1540
2014-06-01,51,2355
2014-06-02,26,758
2014-06-02,27,1278
2014-06-02,28,1155
2014-06-02,30,678
2014-06-02,32,608
2014-06-02,34,2559
2014-06-02,35,706
2014-06-02,36,1156
2014-06-02,51,1715
2014-06-03,26,652
2014-06-03,27,1196
2014-06-03,28,1169
2014-06-03,30,707
2014-06-03,32,592
2014-06-03,34,2425
2014-06-03,35,678
2014-06-03,36,1205
2014-06-03,51,1629
2014-06-04,26,641
2014-06-04,27,1430
2014-06-04,28,974
2014-06-04,30,693
2014-06-04,32,507
2014-06-04,34,2233
2014-06-04,35,477
2014-06-04,36,981
2014-06-04,51,1933
2014-06-05,26,556
2014-06-05,27,1240
2014-06-05,28,1025
2014-06-05,30,705
2014-06-05,32,568
2014-06-05,34,2280
2014-06-05,35,603
2014-06-05,36,1031
2014-06-05,51,1555
2014-06-06,26,609
2014-06-06,27,1222
2014-06-06,28,847
2014-06-06,30,650
2014-06-06,32,542
2014-06-06,34,2394
2014-06-06,35,501
2014-06-06,36,920
2014-06-06,51,1911
2014-06-07,26,730
2014-06-07,27,1725
2014-06-07,28,1323
2014-06-07,30,771
2014-06-07,32,747
2014-06-07,34,2635
2014-06-07,35,673
2014-06-07,36,1122
2014-06-07,51,2071
2014-06-08,26,806
2014-06-08,27,1983
2014-06-08,28,1559
2014-06-08,30,710
2014-06-08,32,669
2014-06-08,34,2394
2014-06-08,35,677
2014-06-08,36,1244
2014-06-08,51,2100
2014-06-09,26,591
2014-06-09,27,1265
2014-06-09,28,976
2014-06-09,30,668
2014-06-09,32,570
2014-06-09,34,2362
2014-06-09,35,605
2014-06-09,36,1034
2014-06-09,51,1614
2014-06-10,26,538
2014-06-10,27,1191
2014-06-10,28,1112
2014-06-10,30,726
2014-06-10,32,504
2014-06-10,34,2293
2014-06-10,35,574
2014-06-10,36,1124
2014-06-10,51,1484
2014-06-11,26,556
2014-06-11,27,1292
2014-06-11,28,926
2014-06-11,30,692
2014-06-11,32,462
2014-06-11,34,2062
2014-06-11,35,491
2014-06-11,36,848
2014-06-11,51,1824
2014-06-12,26,491
2014-06-12,27,1210
2014-06-12,28,973
2014-06-12,30,716
2014-06-12,32,542
2014-06-12,34,2050
2014-06-12,35,529
2014-06-12,36,954
2014-06-12,51,1607
2014-06-13,26,656
2014-06-13,27,1398
2014-06-13,28,951
2014-06-13,30,718
2014-06-13,32,563
2014-06-13,34,2464
2014-06-13,35,472
2014-06-13,36,919
2014-06-13,51,2085
2014-06-14,26,940
2014-06-14,27,2040
2014-06-14,28,1445
2014-06-14,30,824
2014-06-14,32,738
2014-06-14,34,3036
2014-06-14,35,741
2014-06-14,36,1204
2014-06-14,51,2879
2014-06-15,26,731
2014-06-15,27,1922
2014-06-15,28,1380
2014-06-15,30,661
2014-06-15,32,695
2014-06-15,34,2251
2014-06-15,35,673
2014-06-15,36,1231
2014-06-15,51,1690
2014-06-16,26,629
2014-06-16,27,1313
2014-06-16,28,1117
2014-06-16,30,743
2014-06-16,32,611
2014-06-16,34,2452
2014-06-16,35,628
2014-06-16,36,1029
2014-06-16,51,1763
2014-06-17,26,567
2014-06-17,27,1278
2014-06-17,28,1202
2014-06-17,30,780
2014-06-17,32,585
2014-06-17,34,2329
2014-06-17,35,612
2014-06-17,36,1123
2014-06-17,51,1666
2014-06-18,26,617
2014-06-18,27,1310
2014-06-18,28,921
2014-06-18,30,643
2014-06-18,32,472
2014-06-18,34,2210
2014-06-18,35,537
2014-06-18,36,854
2014-06-18,51,1816
2014-06-19,26,511
2014-06-19,27,1203
2014-06-19,28,984
2014-06-19,30,728
2014-06-19,32,479
2014-06-19,34,2132
2014-06-19,35,550
2014-06-19,36,877
2014-06-19,51,1562
2014-06-20,26,520
2014-06-20,27,1385
2014-06-20,28,879
2014-06-20,30,739
2014-06-20,32,507
2014-06-20,34,2326
2014-06-20,35,475
2014-06-20,36,852
2014-06-20,51,1842
2014-06-21,26,748
2014-06-21,27,1745
2014-06-21,28,1311
2014-06-21,30,867
2014-06-21,32,673
2014-06-21,34,2628
2014-06-21,35,668
2014-06-21,36,1083
2014-06-21,51,2109
2014-06-22,26,747
2014-06-22,27,1969
2014-06-22,28,1579
2014-06-22,30,711
2014-06-22,32,632
2014-06-22,34,2333
2014-06-22,35,684
2014-06-22,36,1207
2014-06-22,51,2066
2014-06-23,26,617
2014-06-23,27,1297
2014-06-23,28,975
2014-06-23,30,711
2014-06-23,32,589
2014-06-23,34,2328
2014-06-23,35,661
2014-06-23,36,963
2014-06-23,51,1682
2014-06-24,26,520
2014-06-24,27,1158
2014-06-24,28,1041
2014-06-24,30,707
2014-06-24,32,559
2014-06-24,34,2149
2014-06-24,35,631
2014-06-24,36,977
2014-06-24,51,1556
2014-06-25,26,551
2014-06-25,27,1548
2014-06-25,28,929
2014-06-25,30,693
2014-06-25,32,540
2014-06-25,34,1821
2014-06-25,35,482
2014-06-25,36,848
2014-06-25,51,1809
2014-06-26,26,505
2014-06-26,27,1211
2014-06-26,28,910
2014-06-26,30,691
2014-06-26,32,515
2014-06-26,34,2110
2014-06-26,35,521
2014-06-26,36,908
2014-06-26,51,1488
2014-06-27,26,597
2014-06-27,27,1278
2014-06-27,28,895
2014-06-27,30,670
2014-06-27,32,484
2014-06-27,34,2456
2014-06-27,35,520
2014-06-27,36,860
2014-06-27,51,1763
2014-06-28,26,613
2014-06-28,27,1711
2014-06-28,28,1216
2014-06-28,30,698
2014-06-28,32,691
2014-06-28,34,2577
2014-06-28,35,698
2014-06-28,36,1010
2014-06-28,51,1943
2014-06-29,26,672
2014-06-29,27,1900
2014-06-29,28,1609
2014-06-29,30,678
2014-06-29,32,606
2014-06-29,34,2308
2014-06-29,35,692
2014-06-29,36,1119
2014-06-29,51,1967
2014-06-30,26,616
2014-06-30,27,1279
2014-06-30,28,1028
2014-06-30,30,702
2014-06-30,32,598
2014-06-30,34,2463
2014-06-30,35,585
2014-06-30,36,980
2014-06-30,51,1726
2014-07-01,26,755
2014-07-01,27,1287
2014-07-01,28,1209
2014-07-01,30,783
2014-07-01,32,667
2014-07-01,34,2530
2014-07-01,35,697
2014-07-01,36,1232
2014-07-01,51,1610
2014-07-02,26,747
2014-07-02,27,1403
2014-07-02,28,1072
2014-07-02,30,696
2014-07-02,32,567
2014-07-02,34,2431
2014-07-02,35,588
2014-07-02,36,1098
2014-07-02,51,1954
2014-07-03,26,558
2014-07-03,27,1194
2014-07-03,28,1036
2014-07-03,30,797
2014-07-03,32,547
2014-07-03,34,2392
2014-07-03,35,599
2014-07-03,36,1056
2014-07-03,51,1617
2014-07-04,26,625
2014-07-04,27,1264
2014-07-04,28,905
2014-07-04,30,672
2014-07-04,32,515
2014-07-04,34,2533
2014-07-04,35,511
2014-07-04,36,947
2014-07-04,51,1766
2014-07-05,26,757
2014-07-05,27,1735
2014-07-05,28,1343
2014-07-05,30,782
2014-07-05,32,694
2014-07-05,34,2824
2014-07-05,35,713
2014-07-05,36,1197
2014-07-05,51,1951
2014-07-06,26,854
2014-07-06,27,1952
2014-07-06,28,1595
2014-07-06,30,743
2014-07-06,32,680
2014-07-06,34,2585
2014-07-06,35,688
2014-07-06,36,1205
2014-07-06,51,2085
2014-07-07,26,606
2014-07-07,27,1327
2014-07-07,28,1042
2014-07-07,30,738
2014-07-07,32,592
2014-07-07,34,2509
2014-07-07,35,577
2014-07-07,36,1033
2014-07-07,51,1709
2014-07-08,26,517
2014-07-08,27,1269
2014-07-08,28,1103
2014-07-08,30,732
2014-07-08,32,556
2014-07-08,34,2247
2014-07-08,35,577
2014-07-08,36,1080
2014-07-08,51,1490
2014-07-09,26,527
2014-07-09,27,1291
2014-07-09,28,917
2014-07-09,30,622
2014-07-09,32,492
2014-07-09,34,2139
2014-07-09,35,498
2014-07-09,36,889
2014-07-09,51,1751
2014-07-10,26,543
2014-07-10,27,1210
2014-07-10,28,904
2014-07-10,30,739
2014-07-10,32,490
2014-07-10,34,2279
2014-07-10,35,593
2014-07-10,36,947
2014-07-10,51,1552
2014-07-11,26,597
2014-07-11,27,371
2014-07-11,28,870
2014-07-11,30,203
2014-07-11,32,500
2014-07-11,34,2362
2014-07-11,35,519
2014-07-11,36,857
2014-07-11,51,1822
2014-07-12,26,664
2014-07-12,27,1749
2014-07-12,28,1319
2014-07-12,30,712
2014-07-12,32,661
2014-07-12,34,2733
2014-07-12,35,650
2014-07-12,36,1085
2014-07-12,51,2127
2014-07-13,26,600
2014-07-13,27,1995
2014-07-13,28,1492
2014-07-13,30,643
2014-07-13,32,640
2014-07-13,34,2166
2014-07-13,35,685
2014-07-13,36,1049
2014-07-13,51,1990
2014-07-14,26,560
2014-07-14,27,1282
2014-07-14,28,1044
2014-07-14,30,682
2014-07-14,32,567
2014-07-14,34,2322
2014-07-14,35,549
2014-07-14,36,977
2014-07-14,51,1628
2014-07-15,26,580
2014-07-15,27,1272
2014-07-15,28,1196
2014-07-15,30,771
2014-07-15,32,614
2014-07-15,34,2433
2014-07-15,35,642
2014-07-15,36,1089
2014-07-15,51,1613
2014-07-16,26,713
2014-07-16,27,1345
2014-07-16,28,973
2014-07-16,30,726
2014-07-16,32,542
2014-07-16,34,2277
2014-07-16,35,616
2014-07-16,36,984
2014-07-16,51,1894
2014-07-17,26,554
2014-07-17,27,1172
2014-07-17,28,945
2014-07-17,30,760
2014-07-17,32,531
2014-07-17,34,2327
2014-07-17,35,596
2014-07-17,36,944
2014-07-17,51,1543
2014-07-18,26,632
2014-07-18,27,1285
2014-07-18,28,903
2014-07-18,30,705
2014-07-18,32,538
2014-07-18,34,2527
2014-07-18,35,557
2014-07-18,36,915
2014-07-18,51,1829
2014-07-19,26,671
2014-07-19,27,1643
2014-07-19,28,1244
2014-07-19,30,714
2014-07-19,32,686
2014-07-19,34,2850
2014-07-19,35,709
2014-07-19,36,1068
2014-07-19,51,2035
2014-07-20,26,772
2014-07-20,27,1903
2014-07-20,28,1490
2014-07-20,30,673
2014-07-20,32,669
2014-07-20,34,2500
2014-07-20,35,713
2014-07-20,36,1117
2014-07-20,51,2056
2014-07-21,26,570
2014-07-21,27,1276
2014-07-21,28,1025
2014-07-21,30,705
2014-07-21,32,581
2014-07-21,34,2493
2014-07-21,35,553
2014-07-21,36,980
2014-07-21,51,1661
2014-07-22,26,451
2014-07-22,27,1244
2014-07-22,28,1047
2014-07-22,30,722
2014-07-22,32,533
2014-07-22,34,2282
2014-07-22,35,549
2014-07-22,36,1056
2014-07-22,51,1580
2014-07-23,26,588
2014-07-23,27,1324
2014-07-23,28,871
2014-07-23,30,659
2014-07-23,32,489
2014-07-23,34,2205
2014-07-23,35,582
2014-07-23,36,889
2014-07-23,51,1804
2014-07-24,24,2191
2014-07-24,26,422
2014-07-24,27,1137
2014-07-24,28,844
2014-07-24,30,616
2014-07-24,32,492
2014-07-24,34,2329
2014-07-24,35,571
2014-07-24,36,920
2014-07-24,51,1556
2014-07-25,24,1816
2014-07-25,26,604
2014-07-25,27,1720
2014-07-25,28,1097
2014-07-25,30,509
2014-07-25,32,572
2014-07-25,34,2514
2014-07-25,35,772
2014-07-25,36,1032
2014-07-25,51,1794
2014-07-26,24,2078
2014-07-26,26,626
2014-07-26,27,1607
2014-07-26,28,1192
2014-07-26,30,676
2014-07-26,32,639
2014-07-26,34,2360
2014-07-26,35,807
2014-07-26,36,1094
2014-07-26,51,1645
2014-07-27,24,1718
2014-07-27,26,582
2014-07-27,27,1709
2014-07-27,28,1441
2014-07-27,30,633
2014-07-27,32,571
2014-07-27,34,2421
2014-07-27,35,636
2014-07-27,36,1201
2014-07-27,51,1684
2014-07-28,24,2237
2014-07-28,26,554
2014-07-28,27,1254
2014-07-28,28,1023
2014-07-28,30,683
2014-07-28,32,592
2014-07-28,34,2463
2014-07-28,35,580
2014-07-28,36,1021
2014-07-28,51,1655
2014-07-29,24,2114
2014-07-29,26,490
2014-07-29,27,1186
2014-07-29,28,1045
2014-07-29,30,714
2014-07-29,32,534
2014-07-29,34,2264
2014-07-29,35,590
2014-07-29,36,1060
2014-07-29,51,1526
2014-07-30,24,2355
2014-07-30,26,557
2014-07-30,27,1281
2014-07-30,28,907
2014-07-30,30,650
2014-07-30,32,500
2014-07-30,34,2180
2014-07-30,35,553
2014-07-30,36,929
2014-07-30,51,1730
2014-07-31,24,2208
2014-07-31,26,539
2014-07-31,27,1237
2014-07-31,28,1123
2014-07-31,30,720
2014-07-31,32,583
2014-07-31,34,2323
2014-07-31,35,633
2014-07-31,36,1121
2014-07-31,51,1503
2014-08-01,24,2593
2014-08-01,26,732
2014-08-01,27,1353
2014-08-01,28,1084
2014-08-01,30,685
2014-08-01,32,702
2014-08-01,34,2753
2014-08-01,35,647
2014-08-01,36,1094
2014-08-01,51,1899
2014-08-02,24,2495
2014-08-02,26,881
2014-08-02,27,1802
2014-08-02,28,1460
2014-08-02,30,749
2014-08-02,32,740
2014-08-02,34,3112
2014-08-02,35,787
2014-08-02,36,1287
2014-08-02,51,2140
2014-08-03,24,1977
2014-08-03,26,821
2014-08-03,27,1944
2014-08-03,28,1685
2014-08-03,30,732
2014-08-03,32,722
2014-08-03,34,2751
2014-08-03,35,816
2014-08-03,36,1352
2014-08-03,51,2059
2014-08-04,24,2343
2014-08-04,26,627
2014-08-04,27,1338
2014-08-04,28,1142
2014-08-04,30,725
2014-08-04,32,610
2014-08-04,34,2588
2014-08-04,35,666
2014-08-04,36,1163
2014-08-04,51,1706
2014-08-05,24,2220
2014-08-05,26,587
2014-08-05,27,1223
2014-08-05,28,1182
2014-08-05,30,765
2014-08-05,32,564
2014-08-05,34,2468
2014-08-05,35,676
2014-08-05,36,1246
2014-08-05,51,1586
2014-08-06,24,2417
2014-08-06,26,586
2014-08-06,27,1290
2014-08-06,28,956
2014-08-06,30,663
2014-08-06,32,570
2014-08-06,34,2307
2014-08-06,35,590
2014-08-06,36,981
2014-08-06,51,1761
2014-08-07,24,2154
2014-08-07,26,485
2014-08-07,27,1283
2014-08-07,28,987
2014-08-07,30,702
2014-08-07,32,573
2014-08-07,34,2432
2014-08-07,35,600
2014-08-07,36,1003
2014-08-07,51,1510
2014-08-08,24,2405
2014-08-08,26,583
2014-08-08,27,1247
2014-08-08,28,902
2014-08-08,30,638
2014-08-08,32,511
2014-08-08,34,2647
2014-08-08,35,552
2014-08-08,36,1066
2014-08-08,51,1772
2014-08-09,24,2294
2014-08-09,26,665
2014-08-09,27,1674
2014-08-09,28,1313
2014-08-09,30,752
2014-08-09,32,688
2014-08-09,34,2790
2014-08-09,35,661
2014-08-09,36,1158
2014-08-09,51,1822
2014-08-10,24,1733
2014-08-10,26,688
2014-08-10,27,1855
2014-08-10,28,1479
2014-08-10,30,672
2014-08-10,32,646
2014-08-10,34,2408
2014-08-10,35,665
2014-08-10,36,1184
2014-08-10,51,1784
2014-08-11,24,2240
2014-08-11,26,534
2014-08-11,27,1354
2014-08-11,28,1121
2014-08-11,30,663
2014-08-11,32,572
2014-08-11,34,2409
2014-08-11,35,625
2014-08-11,36,1044
2014-08-11,51,1536
2014-08-12,24,2221
2014-08-12,26,485
2014-08-12,27,1251
2014-08-12,28,1054
2014-08-12,30,714
2014-08-12,32,575
2014-08-12,34,2314
2014-08-12,35,614
2014-08-12,36,1183
2014-08-12,51,1374
2014-08-13,24,2413
2014-08-13,26,543
2014-08-13,27,1324
2014-08-13,28,971
2014-08-13,30,654
2014-08-13,32,613
2014-08-13,34,2213
2014-08-13,35,545
2014-08-13,36,983
2014-08-13,51,1606
2014-08-14,24,2195
2014-08-14,26,513
2014-08-14,27,1196
2014-08-14,28,979
2014-08-14,30,691
2014-08-14,32,584
2014-08-14,34,2258
2014-08-14,35,528
2014-08-14,36,983
2014-08-14,51,1447
2014-08-15,24,2506
2014-08-15,26,628
2014-08-15,27,1298
2014-08-15,28,912
2014-08-15,30,691
2014-08-15,32,541
2014-08-15,34,2645
2014-08-15,35,555
2014-08-15,36,990
2014-08-15,51,1858
2014-08-16,24,2479
2014-08-16,26,722
2014-08-16,27,1688
2014-08-16,28,1327
2014-08-16,30,724
2014-08-16,32,682
2014-08-16,34,2950
2014-08-16,35,730
2014-08-16,36,1148
2014-08-16,51,1940
2014-08-17,24,1993
2014-08-17,26,741
2014-08-17,27,1992
2014-08-17,28,1731
2014-08-17,30,684
2014-08-17,32,706
2014-08-17,34,2550
2014-08-17,35,802
2014-08-17,36,969
2014-08-17,51,1867
2014-08-18,24,2202
2014-08-18,26,626
2014-08-18,27,1231
2014-08-18,28,1108
2014-08-18,30,693
2014-08-18,32,602
2014-08-18,34,2554
2014-08-18,35,678
2014-08-18,36,1121
2014-08-18,51,1574
2014-08-19,24,2114
2014-08-19,26,523
2014-08-19,27,1248
2014-08-19,28,1165
2014-08-19,30,720
2014-08-19,32,589
2014-08-19,34,2427
2014-08-19,35,697
2014-08-19,36,1175
2014-08-19,51,1471
2014-08-20,24,2457
2014-08-20,26,569
2014-08-20,27,1384
2014-08-20,28,958
2014-08-20,30,664
2014-08-20,32,573
2014-08-20,34,2234
2014-08-20,35,551
2014-08-20,36,997
2014-08-20,51,1606
2014-08-21,24,2100
2014-08-21,26,507
2014-08-21,27,1212
2014-08-21,28,1088
2014-08-21,30,742
2014-08-21,32,580
2014-08-21,34,2387
2014-08-21,35,564
2014-08-21,36,981
2014-08-21,51,1448
2014-08-22,24,2425
2014-08-22,26,560
2014-08-22,27,1246
2014-08-22,28,818
2014-08-22,30,628
2014-08-22,32,568
2014-08-22,34,2570
2014-08-22,35,532
2014-08-22,36,941
2014-08-22,51,1704
2014-08-23,24,2263
2014-08-23,26,711
2014-08-23,27,1785
2014-08-23,28,1260
2014-08-23,30,732
2014-08-23,32,752
2014-08-23,34,2657
2014-08-23,35,747
2014-08-23,36,1103
2014-08-23,51,1796
2014-08-24,24,1813
2014-08-24,26,735
2014-08-24,27,1904
2014-08-24,28,1584
2014-08-24,30,679
2014-08-24,32,689
2014-08-24,34,2467
2014-08-24,35,810
2014-08-24,36,1166
2014-08-24,51,1869
2014-08-25,24,2116
2014-08-25,26,518
2014-08-25,27,1305
2014-08-25,28,980
2014-08-25,30,673
2014-08-25,32,582
2014-08-25,34,2301
2014-08-25,35,589
2014-08-25,36,1030
2014-08-25,51,1554
2014-08-26,24,2071
2014-08-26,26,465
2014-08-26,27,1168
2014-08-26,28,1108
2014-08-26,30,698
2014-08-26,32,542
2014-08-26,34,2319
2014-08-26,35,607
2014-08-26,36,1133
2014-08-26,51,1413
2014-08-27,24,2357
2014-08-27,26,495
2014-08-27,27,1291
2014-08-27,28,894
2014-08-27,30,648
2014-08-27,32,543
2014-08-27,34,2152
2014-08-27,35,500
2014-08-27,36,952
2014-08-27,51,1602
2014-08-28,24,2013
2014-08-28,26,457
2014-08-28,27,1181
2014-08-28,28,925
2014-08-28,30,744
2014-08-28,32,544
2014-08-28,34,2196
2014-08-28,35,546
2014-08-28,36,974
2014-08-28,51,1396
2014-08-29,24,2419
2014-08-29,26,562
2014-08-29,27,1242
2014-08-29,28,917
2014-08-29,30,678
2014-08-29,32,548
2014-08-29,34,2510
2014-08-29,35,534
2014-08-29,36,835
2014-08-29,51,1719
2014-08-30,24,2391
2014-08-30,26,779
2014-08-30,27,1766
2014-08-30,28,1341
2014-08-30,30,762
2014-08-30,32,757
2014-08-30,34,2962
2014-08-30,35,770
2014-08-30,36,1189
2014-08-30,51,1909
2014-08-31,24,1827
2014-08-31,26,754
2014-08-31,27,1946
2014-08-31,28,1693
2014-08-31,30,707
2014-08-31,32,745
2014-08-31,34,2652
2014-08-31,35,797
2014-08-31,36,1258
2014-08-31,51,1843
2014-09-01,24,2405
2014-09-01,26,732
2014-09-01,27,1340
2014-09-01,28,1179
2014-09-01,30,730
2014-09-01,32,662
2014-09-01,34,2622
2014-09-01,35,454
2014-09-01,36,1149
2014-09-01,51,1682
2014-09-02,24,2288
2014-09-02,26,627
2014-09-02,27,1214
2014-09-02,28,1227
2014-09-02,30,728
2014-09-02,32,642
2014-09-02,34,2411
2014-09-02,35,812
2014-09-02,36,1240
2014-09-02,51,1477
2014-09-03,24,2476
2014-09-03,26,579
2014-09-03,27,1331
2014-09-03,28,1014
2014-09-03,30,655
2014-09-03,32,545
2014-09-03,34,2414
2014-09-03,35,559
2014-09-03,36,1000
2014-09-03,51,1646
2014-09-04,24,2102
2014-09-04,26,540
2014-09-04,27,1246
2014-09-04,28,983
2014-09-04,30,717
2014-09-04,32,562
2014-09-04,34,2345
2014-09-04,35,632
2014-09-04,36,987
2014-09-04,51,1350
2014-09-05,24,2446
2014-09-05,26,608
2014-09-05,27,1247
2014-09-05,28,921
2014-09-05,30,641
2014-09-05,32,532
2014-09-05,34,2546
2014-09-05,35,518
2014-09-05,36,957
2014-09-05,51,1723
2014-09-06,24,2430
2014-09-06,26,694
2014-09-06,27,1751
